Number,Label,Name,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,E_place,S_gw,E_conf_gw,E_score1_gw,E_refine_gw,S_ase,E_conf_ase,E_score1_ase,E_refine_ase,S_adg,E_conf_adg,E_score1_adg,E_refine_adg,S_ahb,E_conf,E_score1_ahb,E_refine_ahb,S_ldg,E_conf_ldg,E_score1_ldg,E_refine_ldg
2591,0,CHEMBL382637,-6.172999999999999,-0.257,-0.742,-1.4780000000000002,-6.172999999999999,-3.033,-0.094,-1.567,-36.865,-1.123,0.561,-0.029,-47.103,-37.988,9.717,21.8602,0.0,36.3883,-6.6548,-21.5189,59.5134,0.0,-61.9414,1.2737,-8.7399,0.0,-54.6924,0.4211,24.4711,26.022,0.2239,1.327,-130.11,22.8913,0.0796,0.8867,-23.8576,0.0,178.9538,1.0,-61.43787,-6.084271,13.867424,-9.814064,-29.191101,-10.902648,13.837036999999999,-9.855483999999999,-27.761696,-3.664273,13.837036999999999,-9.855483999999999,-27.761696,-70.08560200000001,13.837036999999999,-9.855483999999999,-27.761696,-9.8274641,13.837036999999999,-9.855483999999999,-27.761696
2592,0,CHEMBL382718,-4.9460000000000015,-0.145,-0.471,-1.093,-4.9460000000000015,-2.583,-0.16,-0.31,-34.552,-4.93,0.583,-0.009000000000000001,-47.136,-39.482,8.468,37.1606,0.0,32.8024,-6.894,-1.0488,73.9063,0.0,-75.9903,1.4147,-7.1094,0.0,-70.2881,0.1466,23.9714,28.86,2.9294,1.9592,-144.3,25.4085,1.4121,0.7263,-27.5468,0.0,233.253,2.0406,-76.427902,-7.283299,-43.615353000000006,-12.622969,-40.75275,-12.875046000000001,-44.193721999999994,-11.828517,-40.501377000000005,-4.1656208,-44.193554,-11.828517,-40.501422999999996,-111.03372,-44.193709999999996,-11.828517,-40.501377000000005,-11.813606,-44.19347,-11.828517,-40.501461
2593,0,CHEMBL382744,-5.96,-0.149,-0.51,-1.271,-5.96,-1.965,-0.16,-1.508,-41.132,-3.5660000000000003,0.294,-0.03,-59.926,-44.698,4.412,36.8537,0.0,34.7066,-11.7719,0.904,60.6541,0.0,-62.3991,4.1133,-3.5753,0.0,-59.9945,0.1997,28.9106,35.95,2.4114,4.6279,-179.75,33.9374,2.1466,1.5189,-37.6029,1.9943,244.9569,1.2493,-91.56089,-7.9200563,125.76221000000001,-12.33353,-43.308696999999995,-17.648272,125.96722,-12.770941,-42.976337,-4.2767115,125.96932,-12.770941,-42.977104,-125.13611999999999,125.96864,-12.770941,-42.977169,-12.738662,125.96923000000001,-12.770941,-42.977249
2594,0,CHEMBL382752,-5.45,-0.188,-0.5770000000000001,-1.248,-5.45,-1.866,-0.306,-1.359,-35.141,-4.714,0.611,-0.066,-52.108,-39.855,3.1660000000000004,47.1335,0.0,38.328,-7.6349,2.0674,70.9761,0.0,-72.3508,1.517,-6.5834,0.0,-68.1097,0.2251,30.5135,32.082,0.1594,1.4091,-160.41,32.5797,0.1587,0.2834,-33.0218,0.0,235.4003,0.0,-69.79647800000001,-6.648128999999999,-61.776610999999995,-11.05673,-33.653259000000006,-14.805625,-61.985485,-9.7765856,-33.324478000000006,-3.4546821000000003,-61.98539399999999,-9.7765856,-33.324585,-90.43154100000001,-61.985401,-9.7765856,-33.324577000000005,-9.752735099999999,-61.985451,-9.7765856,-33.32452
2595,0,CHEMBL382809,-4.699,-0.181,-0.535,-1.104,-4.699,-2.202,0.0,-1.081,-38.832,0.307,0.488,-0.008,-46.774,-38.525,4.2780000000000005,44.2124,0.2455,36.0896,-5.3944,-0.262,62.7071,0.0,-61.6889,0.9468,-5.8225,0.0,-57.7988,0.0728,22.6155,25.17,1.0361,1.5184,-125.85,28.2351,1.1429,0.7347,-30.1128,0.7815,188.2284,0.0,-50.582478,-6.3856068,20.438938,-10.160002,-33.841834999999996,-11.334104,20.286772,-9.8556271,-33.203666999999996,-3.3455267,20.286773999999998,-9.8556271,-33.203671,-77.25956,20.28677,-9.8556271,-33.203666999999996,-9.8335724,20.286779,-9.8556271,-33.203678000000004
2596,0,CHEMBL382838,-6.279,-0.262,-0.755,-1.503,-6.279,-2.841,0.0,-1.765,-38.774,-0.7240000000000001,0.374,-0.001,-53.67,-39.49800000000001,0.915,43.3334,0.025,37.4103,-10.7029,2.5722,73.6015,0.7040000000000001,-75.0854,2.506,-8.8275,-1.0,-68.8187,0.4578,33.4499,35.444,0.0743,1.9197,-177.22,33.468,0.3369,0.8358,-34.6408,0.933,222.6029,0.0,-68.114464,-6.4566374,67.375626,-10.508573,-30.986773,-12.781625,67.36808,-10.116203,-29.738753999999997,-4.2206554,67.36808,-10.116203,-29.738753999999997,-79.06195799999999,67.36808,-10.116203,-29.738753999999997,-10.096022,67.36808,-10.116203,-29.738753999999997
2597,0,CHEMBL382859,-7.153,-0.358,-0.971,-1.79,-7.153,-3.4530000000000003,0.0,-2.225,-35.967,-1.144,0.506,-0.011,-49.912,-37.111,4.954,46.6549,0.0,35.0778,-0.9947,-0.5824,59.3765,0.0,-59.8151,0.2223,0.8164,0.0,-61.2385,0.3227,26.5027,27.044,0.3618,0.1795,-135.22,23.5226,0.1164,0.0018,-23.6408,0.0,181.2678,1.1904,-53.700320999999995,-6.0344,16.902739999999998,-10.530157,-31.956163,-11.144589999999999,16.849966000000002,-10.276978999999999,-31.563685999999997,-3.2261509999999998,16.849966000000002,-10.276978999999999,-31.563685999999997,-69.217873,16.849966000000002,-10.276978999999999,-31.563685999999997,-10.297174,16.849966000000002,-10.276978999999999,-31.563685999999997
2598,0,CHEMBL382860,-6.18,-0.294,-0.812,-1.528,-6.18,-2.869,0.0,-2.065,-34.949,-1.173,0.6940000000000001,-0.016,-50.035,-36.122,0.8140000000000001,51.0443,0.0,38.7079,-1.4149,-0.7642,62.7307,0.0,-63.7442,0.5092,-6.579,0.0,-60.2249,1.7172,31.6207,34.264,1.9056,0.7378,-171.32,26.3458,1.4914,0.6095,-28.4466,0.0,225.9519,1.3554,-59.164276,-5.9031825,19.171318,-9.3019753,-32.212856,-10.196447000000001,19.12565,-9.165289900000001,-32.152649,-2.8353642999999997,19.12565,-9.165289900000001,-32.152649,-78.69806700000001,19.12565,-9.165289900000001,-32.152649,-9.1442766,19.12565,-9.165289900000001,-32.152649
2599,0,CHEMBL382950,-4.676,-0.134,-0.4370000000000001,-1.027,-4.676,-2.454,0.0,-0.4,-41.164,-2.154,0.5579999999999999,0.0,-52.02,-43.31800000000001,8.842,42.653,0.0,40.9796,-5.6496,-8.0444,64.757,0.128,-66.3151,1.0617,-8.3766,0.4004,-59.5004,0.335,27.1351,29.698,0.5992,1.9638,-148.49,25.1778,0.254,1.2768,-26.7086,0.653,194.3756,1.4431,-55.744404,-7.5940433,51.402164,-11.434394000000001,-41.329464,-18.773909,51.230583,-12.929277,-39.695919,-4.0756402000000005,51.230583,-12.929277,-39.695919,-93.737625,51.230583,-12.929277,-39.695919,-12.808626,51.230583,-12.929277,-39.695919
2600,0,CHEMBL383070,-5.982,-0.153,-0.52,-1.283,-5.982,-3.189,-0.249,-0.104,-43.791,-5.573,0.598,-0.012,-64.6,-49.364,5.08,31.0565,5.7466,39.0068,-9.3106,-19.0137,71.1274,1.2025,-69.0785,2.1594,-6.397,-2.2355,-64.4642,0.3859,30.5554,32.922,0.4126,1.954,-164.61,27.388,0.5826,0.5726,-28.5432,0.0,237.217,1.8325,-81.185097,-7.900488900000001,47.579868,-12.574236,-43.914944,-16.943062,47.686954,-12.956387,-41.880714000000005,-4.4684987000000005,47.647602,-12.956387,-41.832648999999996,-109.67206999999999,47.687363,-12.956387,-41.883629,-13.037616,47.685539,-12.956387,-41.879089
2601,0,CHEMBL383108,-5.496,-0.177,-0.557,-1.239,-5.496,-2.3480000000000003,-0.349,-0.625,-36.12,-5.756,0.696,-0.201,-52.328,-41.87600000000001,8.22,-2.3651,1.2042,32.4889,-48.7011,0.4596,65.205,1.9913,-60.2118,1.3177,-4.657,-3.6863,-53.462,0.7317,21.7587,26.96,2.3487,2.8526,-134.8,28.0881,2.1231,1.6254,-31.8365,1.781,200.2231,1.179,-66.043488,-7.281569,-83.476517,-11.574036,-39.318615,-15.621901999999999,-83.456787,-11.189328,-38.322685,-3.6925237,-83.457329,-11.189328,-38.32243,-112.68558999999999,-83.456825,-11.189328,-38.32262,-11.238429,-83.458702,-11.189328,-38.320656
2602,0,CHEMBL383233,-6.754,-0.193,-0.631,-1.483,-6.754,-3.811,0.0,-0.813,-51.639,0.485,0.426,-0.047,-69.028,-51.154,2.849,47.1621,1.1528,50.9543,-30.5128,6.4599,90.5307,0.2338,-90.0252,3.7517,-10.9884,-1.009,-80.9788,1.2605,32.5318,37.974,1.6298,3.8123,-189.87,36.3274,2.4994,1.3314,-40.1582,1.8618,243.2467,0.0,-92.375168,-7.8435545,178.32617,-11.361892999999998,-46.765106,-19.022787,178.38596,-12.510163,-46.406094,-4.4267268,178.38281,-12.510163,-46.399269,-145.67911999999998,178.38898,-12.510163,-46.394726,-12.630399,178.39177,-12.510163,-46.410736
2603,0,CHEMBL383348,-6.72,-0.187,-0.616,-1.466,-6.72,-3.283,-0.098,-1.362,-44.117,-3.019,0.682,0.0,-65.442,-47.136,8.055,46.1596,6.0,40.6402,-12.4142,-3.3064,65.6502,1.0,-66.1707,2.5161,-8.0717,-1.0,-58.5286,0.2708,30.7601,36.24,2.8237,2.6562,-181.2,26.585,2.5636,1.2165,-30.3651,0.0,253.0741,1.8455,-54.368198,-7.7498379,-64.976784,-11.148176,-48.842090999999996,-15.432960999999999,-64.855652,-13.134912,-48.265858,-3.6943731,-64.855652,-13.134912,-48.265858,-133.5871,-64.855652,-13.134912,-48.265858,-13.187548999999999,-64.855652,-13.134912,-48.265858
2604,0,CHEMBL383420,-7.292999999999998,-0.182,-0.624,-1.555,-7.292999999999998,-3.816,-0.218,-0.207,-48.732,-7.33,0.484,0.0,-80.457,-56.063,7.439,22.65,0.0,54.845,-10.5388,-42.2231,97.2341,0.0,-99.6452,3.2454,-7.1965,-1.5617,-93.6713,0.3082,40.3263,42.558,0.1326,2.0991,-212.79,41.4232,0.0985,0.6113,-42.133,1.9905,309.6109,2.4295,-66.5205,-8.5269403,12.942323,-12.016630000000001,-50.652153000000006,-16.43346,13.113220000000002,-14.798038,-50.301685,-5.5276904,13.113009,-14.798038,-50.301659,-123.05951999999999,13.113095000000001,-14.798038,-50.301414,-14.829844,13.113164999999999,-14.798038,-50.30162
2605,0,CHEMBL383578,-5.112,-0.155,-0.4970000000000001,-1.137,-5.112,-2.403,-0.253,0.14400000000000002,-42.13399999999999,-5.636,0.588,-0.235,-54.257,-47.769,17.242,53.7345,2.446,43.213,-1.3485,-6.7810000000000015,73.0579,0.0,-74.0631,0.5258,-7.229,-0.2578,-67.7947,0.1608,21.5386,24.7,0.0,3.1614,-123.5,23.9345,0.0971,2.5821,-26.6137,0.0,207.2025,1.2145,-79.593102,-7.3837032,27.864355,-10.75414,-39.919769,-17.765877,27.84996,-11.846749,-39.386864,-3.9951417,27.84996,-11.846749,-39.386864,-115.85316,27.84996,-11.846749,-39.386864,-11.834489999999999,27.84996,-11.846749,-39.386864
2606,0,CHEMBL383618,-7.1110000000000015,-0.339,-0.934,-1.758,-7.1110000000000015,-3.644,0.0,-1.849,-37.634,0.204,0.234,0.0,-52.14100000000001,-37.43,1.646,53.767,0.0,42.0259,-5.4417,1.4231,62.7529,0.0382,-65.4499,1.4059,-5.943,-2.5607,-59.6697,0.1949,18.2449,19.602,0.0004,1.3566,-98.01,22.8836,0.0476,0.4025,-23.3337,0.981,124.5916,0.0,-62.457466000000004,-5.6912494,9.9456778,-9.97931,-29.934034000000004,-9.5272579,9.8602686,-9.1131849,-29.237646,-1.7523052,9.8602686,-9.1131849,-29.237646,-91.748039,9.8602686,-9.1131849,-29.237646,-9.142147999999999,9.8602686,-9.1131849,-29.237646
2607,0,CHEMBL383678,-5.041,-0.163,-0.511,-1.137,-5.041,-1.682,-0.16,-1.132,-38.06800000000001,-4.9289999999999985,0.6859999999999999,-0.11,-50.773,-42.997,10.809,36.9549,0.0,40.4493,-6.1163,-12.5465,70.6243,0.96,-67.8591,0.8408,-7.6807,-2.9210000000000003,-60.6182,3.0693,27.9343,32.936,1.0878,3.9138,-164.68,28.4338,0.7752,1.7727,-30.9816,1.0864,208.8302,1.0,-101.70673000000001,-7.394039599999999,-115.23886,-12.270861,-40.714264,-17.281897,-115.12467,-11.376296,-40.188633,-3.4996934,-115.12467,-11.376296,-40.188633,-123.73868999999999,-115.12467,-11.376296,-40.188633,-11.351360000000001,-115.12467,-11.376296,-40.188633
2608,0,CHEMBL383858,-5.621,-0.17600000000000002,-0.5579999999999999,-1.259,-5.621,-2.589,-0.16,-0.038,-40.769,-7.598,0.5,-0.156,-61.747,-48.367,10.206,12.5464,0.1324,48.3717,-54.723,0.6258,64.6189,0.912,-63.8231,2.4084,-8.7058,-1.0,-56.2074,0.3174,25.3716,28.436,1.3245,1.74,-142.18,28.3194,0.8662,0.4178,-29.6035,0.8954,211.344,1.4041,-41.832378000000006,-7.1463814,11.083076,-11.751014999999999,-36.721962,-11.915639,10.943253,-11.781285,-35.454662,-5.1200261,10.943253,-11.781285,-35.454662,-88.53538499999999,10.943253,-11.781285,-35.454662,-11.740729,10.943253,-11.781285,-35.454662
2609,0,CHEMBL383955,-5.03,-0.14800000000000002,-0.479,-1.111,-5.03,-2.036,-0.32,-0.331,-39.097,-5.126,0.462,-0.081,-56.59,-44.223,3.651,35.0086,0.0,46.1099,-7.9129999999999985,-20.4795,69.9393,0.0,-71.4643,2.8061,-9.7443,0.0,-63.3812,0.3507,24.1925,30.296,3.4943,2.6092,-151.48,30.7412,3.5448,0.7638,-35.0498,2.9668,199.1165,1.4202,-45.779148,-8.7214975,49.87117,-12.140592999999999,-52.900276,-19.417067000000003,49.908775,-13.707165,-50.947983,-4.0483150000000006,49.908775,-13.707165,-50.947983,-157.09106,49.908775,-13.707165,-50.947983,-13.659502999999999,49.908772,-13.707165,-50.947979
2610,0,CHEMBL384073,-5.971,-0.221,-0.6629999999999999,-1.39,-5.971,-2.858,-0.08900000000000001,-1.405,-45.702,1.186,0.5760000000000001,-0.08800000000000001,-58.385,-44.51600000000001,4.294,43.7726,0.0,36.2966,-6.7238,0.5887,53.5091,0.0,-54.7137,0.8562,-3.0081,0.0,-51.6035,0.2342,35.509,39.104,1.4609,2.134,-195.52,28.5552,3.1878,0.3631,-32.1061,1.0174,220.4093,1.0,-81.061195,-6.2274294,-107.84561000000001,-10.41233,-29.174908000000002,-13.52409,-107.90057,-10.292085,-28.548201000000002,-3.6172426,-107.90057,-10.292085,-28.548199,-121.36868,-107.90057,-10.292085,-28.548199,-10.273761,-107.90057,-10.292085,-28.548199
2611,0,CHEMBL384129,-6.608,-0.154,-0.5379999999999999,-1.388,-6.608,-3.3480000000000003,-0.142,-0.073,-43.298,-6.275,0.192,-0.13,-66.438,-49.572,10.202,12.947,1.4262,38.735,-16.1849,-25.5548,75.2961,2.3102,-71.848,3.6425,-6.8509,-3.0,-62.9748,0.157,28.3157,34.02,0.821,4.8833,-170.1,33.9696,1.2076,1.2445,-36.4217,2.7019,227.5055,1.8362,-75.773697,-7.3670082,39.950188,-11.452715,-44.002827,-9.1876965,40.195240000000005,-11.346297,-42.616566,-3.8115888,40.195236,-11.346297,-42.616566,-92.657494,40.195240000000005,-11.346297,-42.616566,-11.319914,40.195240000000005,-11.346297,-42.616566
2612,0,CHEMBL384643,-3.33,-0.083,-0.285,-0.71,-3.33,-1.673,0.0,-0.179,-37.287,1.841,0.119,-0.008,-40.828,-35.446,2.524,49.2333,0.1017,39.5275,-7.1201,1.9014,51.1751,0.0,-51.8538,2.7047,-5.619,0.0,-47.5078,0.4842,22.7338,30.3,4.3005,3.2657,-151.5,27.4022,4.3585,0.0278,-31.7885,0.9915,218.4359,1.0,-72.282944,-8.0792007,-42.662514,-14.270883999999999,-50.056297,-13.738983,-42.5769,-13.893170999999999,-50.187859,-4.7764292,-42.5769,-13.893170999999999,-50.187859,-150.3428,-42.5769,-13.893170999999999,-50.187859,-14.114385999999998,-42.5769,-13.893170999999999,-50.187859
2613,0,CHEMBL38469,-4.654,-0.114,-0.391,-0.987,-4.654,-1.5419999999999998,-0.16,-0.562,-36.528,-6.287000000000001,0.386,-0.006999999999999999,-50.979,-42.815,9.131,23.0599,0.0,39.1626,-9.7207,-21.068,60.5975,0.0,-63.3873,2.5181,-1.632,-3.7882,-59.0758,0.5508,24.1983,32.154,4.9231,3.0326,-160.77,23.8103,4.9697,1.5426,-30.3226,1.9491,208.3272,2.3601,-94.78791,-8.2153625,-3.8613937000000007,-11.365306,-45.878765,-18.596394,-3.7610772000000003,-12.447044,-44.47522,-4.1187654,-3.761076,-12.447044,-44.47522,-110.49991000000001,-3.7610867,-12.447044,-44.475215999999996,-12.447714,-3.7610797999999996,-12.447044,-44.47522
2614,0,CHEMBL384692,-3.378,-0.099,-0.322,-0.746,-3.378,-1.37,-0.183,0.6,-38.044,-6.103,0.4370000000000001,-0.044,-51.59,-44.147,3.013,29.7615,2.2482,30.4995,-2.9414,-11.4821,52.8534,2.0,-46.1303,1.3539,-2.8912,-2.0,-42.011,0.337,25.2889,28.792,1.6074,1.8957,-143.96,25.8187,1.614,1.5665,-28.9992,2.904,161.1908,1.9685,-83.600014,-7.3343167000000005,52.418518,-11.017062,-34.862801,-18.805256,52.419975,-12.597694,-32.447716,-4.4228592,52.419975,-12.597694,-32.447716,-140.868,52.419975,-12.597694,-32.447716,-12.632561,52.419975,-12.597694,-32.447716
2615,0,CHEMBL384763,-6.085,-0.217,-0.66,-1.404,-6.085,-2.849,0.0,-0.889,-41.174,-5.282,0.526,-0.022,-67.253,-46.456,3.472,52.8938,4.2696,44.1616,-6.1196,-5.9783,65.5695,1.0,-64.5635,1.1196,-5.308,-1.0,-59.1164,0.153,23.0053,25.17,1.6916,0.4732,-125.85,20.7228,2.6816,0.4283,-23.8327,0.961,180.7414,2.3452,-63.138901000000004,-6.714744099999999,-95.97228199999999,-11.210855,-33.514571999999994,-11.179772,-95.906311,-10.680067999999999,-32.814125,-2.1350813,-95.906311,-10.680067999999999,-32.814125,-87.862206,-95.906311,-10.680067999999999,-32.814125,-10.670902,-95.906311,-10.680067999999999,-32.814125
2616,0,CHEMBL385055,-3.988,-0.102,-0.34700000000000003,-0.855,-3.988,-0.972,-0.239,-0.861,-39.277,-2.087,0.362,0.0,-49.89100000000001,-41.364,3.3510000000000004,12.7111,6.0,32.2476,-9.6182,-28.0111,66.0813,1.8,-61.5314,1.6449,0.6419,-2.0,-62.5408,0.4464,25.2649,32.042,2.5767,4.2004,-160.21,26.6212,3.1764,1.6159,-31.4135,0.9331,195.0158,0.0,-64.31734499999999,-7.1359625,-28.516598,-11.728906,-32.484062,-17.859614999999998,-28.630819,-13.147286,-30.987811999999998,-4.8333092,-28.631308,-13.147286,-30.987173,-109.46269,-28.631655,-13.147286,-30.986038,-13.095302,-28.628386,-13.147286,-30.991215000000004
2617,0,CHEMBL385177,-4.569,-0.147,-0.463,-1.03,-4.569,-1.6969999999999998,0.0,-0.552,-33.01,-7.241,0.638,-0.221,-49.05,-40.251,6.279,41.0489,0.0,39.3166,-5.6882,-7.3233,56.5203,0.0,-57.7737,1.7372,-0.2096,-0.7442,-57.8344,0.1237,24.7011,26.888,0.2365,1.9504,-134.44,27.3954,0.3315,0.9295,-28.6564,0.995,196.7237,1.2358,-69.440826,-7.9684625,56.813625,-12.966965,-44.930408,-16.748781,56.532166000000004,-12.583246,-44.587821999999996,-5.159853,56.532288,-12.583246,-44.587303000000006,-111.3156,56.536587,-12.583246,-44.588646000000004,-12.559997000000001,56.531921,-12.583246,-44.588657
2618,0,CHEMBL385214,-5.122000000000001,-0.233,-0.652,-1.252,-5.122000000000001,-2.087,0.0,-1.5719999999999998,-37.977,-0.527,0.5770000000000001,-0.061,-46.691,-38.504,7.914,5.1862,0.0,27.2185,-3.572,-28.6672,54.3312,0.0,-56.019,0.5009,-6.0483,0.0,-50.5244,0.1324,25.39,28.49,1.2222,1.8777,-142.45,30.5604,2.5285,1.3104,-34.3994,1.5139,229.3546,1.1608,-48.82058,-6.2136178,-70.687302,-9.256813000000001,-33.09613,-13.753976000000002,-70.72994200000001,-8.2876596,-32.21666,-2.530787,-70.72994200000001,-8.2876596,-32.216652,-71.756729,-70.729927,-8.2876596,-32.216648,-8.2727041,-70.729935,-8.2876596,-32.216652
2619,0,CHEMBL385598,-6.357,-0.163,-0.5529999999999999,-1.3630000000000002,-6.357,-2.245,-0.217,-1.7080000000000002,-40.565,-3.383,0.361,-0.014,-58.827,-43.947,3.823,4.6595,0.0,31.8636,-15.7683,-23.3846,53.3027,0.0,-55.4175,2.8533,10.1365,-0.6306,-65.4682,0.3138,29.6836,35.814,3.8216,2.3087,-179.07,30.8425,4.7929,0.5552,-36.1905,1.3963,222.6224,0.0,-57.868618000000005,-7.2938619000000005,-79.88601700000001,-12.377264,-41.257771000000005,-15.817451,-80.001518,-11.433304,-40.270477,-4.1130953,-80.001518,-11.433304,-40.270472999999996,-69.519974,-80.001518,-11.433304,-40.270477,-11.408546000000001,-80.001526,-11.433304,-40.270481
2620,0,CHEMBL385901,-5.694,-0.15,-0.504,-1.228,-5.694,-2.798,-0.17,-0.778,-49.886,-1.596,0.7859999999999999,0.0,-64.48899999999999,-51.482,9.3,56.2205,4.0919,54.93899999999999,-11.1323,-12.2801,94.1778,0.9913,-92.7506,1.7091,-8.2625,-2.0331,-86.132,0.4231,38.6038,41.712,0.6082,2.5,-208.56,34.9249,0.7023,1.3323,-36.9595,1.8804,290.0265,3.4118,-75.415291,-8.2136269,-67.17930600000001,-13.897870999999999,-47.771534,-15.596649,-67.18678299999999,-16.915654999999997,-46.817692,-4.537531400000001,-67.18678299999999,-16.915654999999997,-46.817692,-147.88208,-67.18678299999999,-16.915654999999997,-46.817692,-16.919462,-67.18678299999999,-16.915654999999997,-46.817692
2621,0,CHEMBL385927,-5.6110000000000015,-0.208,-0.623,-1.306,-5.6110000000000015,-2.6060000000000003,0.0,-1.403,-43.63399999999999,-0.32,0.685,-0.057,-56.588,-43.95399999999999,2.276,46.8907,0.0,41.5563,-6.6968,-3.5524,71.7546,0.0,-73.7722,1.0649,-7.1781,0.0,-68.8801,0.72,28.689,30.572,1.2628,0.6202,-152.86,25.1079,0.6062,0.6373,-26.3513,1.8556,182.0443,2.5881,-74.234619,-7.183641400000001,15.765649,-11.967875,-41.667041999999995,-12.980442,15.709391,-11.30287,-40.487381,-3.8545597000000003,15.709391,-11.30287,-40.487381,-105.77139,15.709391,-11.30287,-40.487381,-11.335836,15.709391,-11.30287,-40.487381
2622,0,CHEMBL385951,-6.209,-0.259,-0.746,-1.486,-6.209,-2.209,-0.152,-1.547,-38.049,-6.997000000000001,0.7240000000000001,-0.073,-59.937,-45.04600000000001,8.527999999999999,24.004,0.2028,30.3223,-17.1657,-0.7262,58.495,0.8640000000000001,-57.9465,1.0357,-6.8218,-1.0,-51.5254,0.2771,20.8846,22.776,0.0363,1.8551,-113.88,23.9002,0.0872,1.8334,-25.8209,1.9238,156.7069,1.7263,-65.508499,-6.0833344,-9.5885019,-10.907109,-32.570976,-6.2962685,-9.6919088,-9.903002699999998,-31.410771999999998,-2.9152433999999996,-9.6929197,-9.903002699999998,-31.410896,-59.335319999999996,-9.6924391,-9.903002699999998,-31.41057,-9.866472199999999,-9.6937733,-9.903002699999998,-31.410263
2623,0,CHEMBL385956,-4.638,-0.141,-0.451,-1.031,-4.638,-1.929,-0.237,-0.895,-41.272,-0.7170000000000001,0.595,0.0,-50.874,-41.99,6.11,27.9297,0.5629,43.0668,-10.0142,-21.8358,65.558,0.9425,-66.6832,2.2227,-7.2046,-0.9062,-60.4994,0.3725,32.2166,35.058,0.109,2.7324,-175.29,31.4602,0.1487,0.9812,-32.5901,0.9621,204.246,0.0,-70.088814,-7.066826299999999,-40.197803,-10.073333,-34.777737,-15.322823999999999,-40.162898999999996,-12.309482000000001,-33.789501,-2.719768,-40.162895,-12.309482000000001,-33.789501,-115.70736000000001,-40.162898999999996,-12.309482000000001,-33.789501,-12.285319,-40.162898999999996,-12.309482000000001,-33.789501
2624,0,CHEMBL386307,-5.4270000000000005,-0.151,-0.498,-1.1840000000000002,-5.4270000000000005,-3.108,0.0,-0.639,-41.381,-0.297,0.447,-0.013,-53.37,-41.677,2.7060000000000004,48.5803,0.0,40.5669,-11.7018,4.5025,75.218,0.0,-77.35,3.2262,-7.2955,0.0,-71.9001,0.4242,31.817,37.038,0.1822,5.0388,-185.19,30.9237,0.3327,0.4277,-31.6841,0.0,251.0717,1.2388,-42.628345,-6.4747605,-1.8805188999999998,-10.479766999999999,-36.479828000000005,-9.5607777,-1.9688488000000002,-13.397,-35.95295,-4.8868113,-1.9688482,-13.397,-35.95295,-79.185997,-1.9688462,-13.397,-35.952953,-13.519395999999999,-1.9688463,-13.397,-35.952953
2625,0,CHEMBL386324,-5.052,-0.194,-0.5760000000000001,-1.186,-5.052,-2.117,-0.031,-1.106,-37.312,-1.847,0.424,-0.08,-47.547,-39.159,7.25,30.9378,0.1307,25.8712,-3.8214,-0.9445,58.8198,0.848,-56.9173,0.4141,-0.9776,-1.0,-56.2922,0.1431,21.3363,22.354,0.3937,0.624,-111.77,23.6531,0.0465,0.2525,-23.9521,0.9988,155.8474,1.2102,-67.31423199999999,-6.544942400000001,-48.490818,-10.520727,-34.952538,-14.284401999999998,-48.528778,-9.5060759,-33.953606,-3.1773245,-48.528778,-9.5060759,-33.953606,-93.844254,-48.528778,-9.5060759,-33.953606,-9.4805441,-48.528778,-9.5060759,-33.953606
2626,0,CHEMBL386329,-5.3439999999999985,-0.16699999999999998,-0.53,-1.197,-5.3439999999999985,-3.37,0.0,-0.54,-29.323,-2.648,0.433,-0.003,-40.219,-31.971,1.279,3.4544,0.3602,29.279,-2.6747,-34.4897,71.2822,0.39,-71.0104,0.6367,-2.5376,-0.6283,-69.3252,0.0623,29.2518,31.164,1.6999,0.2123,-155.82,30.8164,0.5255,0.1329,-31.4748,0.0,249.2133,1.2356,-63.881634,-7.2734895,-18.131151000000003,-9.5146399,-38.934723,-19.050873,-18.087345000000003,-10.343812,-38.096863,-4.820434099999999,-18.087353,-10.343812,-38.096859,-103.97581,-18.08736,-10.343812,-38.096848,-10.363261,-18.087347,-10.343812,-38.096863
