number,name,Label,E_place,S,E_conf,E_score1,E_refine,S(2),E_conf(2),E_score1(2),E_refine(2),S(3),E_conf(3),E_score1(3),E_refine(3),S(4),E_conf(4),E_score1(4),E_refine(4),S(5),E_conf(5),E_score1(5),Goldscore.Fitness,Goldscore.External.HBond,Goldscore.External.Vdw,Goldscore.Internal.Torsion,Goldscore.Internal.Vdw,PLP.Fitness,PLP.Chemscore.Hbond,PLP.PLP,PLP.ligand.torsion,PLP.part.buried,PLP.part.hbond,PLP.part.nonpolar,PLP.part.repulsive,ASP.Fitness,ASP.ASP,ASP.DEClash,ASP.DEInternal,ASP.Map,Chemscore.Fitness,Chemscore.DEClash,Chemscore.DEInternal,Chemscore.DG,Chemscore.Hbond,Chemscore.Lipo,Chemscore.Rot,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal
3027,ZINC24636317,0,-60.126228,-4.8777976,159.47227,-10.436525,-29.519438,-96.399086,159.47295,-10.436525,-29.520052,-15.582479,159.47224,-10.436525,-29.519394,-6.668118,159.52116,-8.9338293,-31.012499,-2.774117,148.57784,-2.774117,33.9492,1.2863,31.067,-5.5636,-4.4906,63.6816,1,-63.592,1.1362,-5.8374,-1,-57.8169,0.0601,25.0493,29.06,0.7951,3.2156,-145.3,25.9323,0.7511,1.028,-27.7114,1.9817,158.4008,1.1407,-5.529,-0.23,-0.664,-1.323,-5.529,-1.962,-0.396,-0.737,-33.593,-7.665,0.438,-0.042,-54.962,-41.258,2.326
3028,ZINC24715937,0,-108.18114,-4.8818097,111.13066,-9.2310944,-36.692356,-91.074051,111.13103,-9.2310944,-36.694485,-16.195351,111.11131,-9.2310944,-36.692532,-6.8570271,111.03574,-10.625113,-37.04987,-2.6935623,103.84917,-2.6935623,29.0943,0.0842,38.4962,-8.9092,-15.0129,68.1384,1,-67.8546,1.7419,-8.0354,-1,-61.0807,0.2001,22.831,28.452,0.5292,5.0918,-142.26,26.0613,0.654,4.2329,-30.9482,0.9963,223.185,1.5516,-5.679,-0.203,-0.616,-1.311,-5.679,-2.551,0,-0.852,-42.333,-5.513,0.673,-0.005,-61.98,-47.846,11.464
3029,ZINC24759044,0,-64.329384,-5.7884011,12.86016,-10.6905,-32.691307,-124.07176,12.861971,-10.6905,-32.693146,-19.899759,12.8612,-10.6905,-32.692459,-7.6534433,12.84663,-9.0590258,-33.278042,-2.6459846,-6.6234193,-2.6459846,5.5716,0.6584,34.4816,-5.8014,-36.6976,73.381,0,-73.0899,2.2363,-1.9646,0,-72.1509,0.1367,25.574,28.524,0.1079,2.8422,-142.62,30.4038,0.1088,0.4418,-30.9543,1.9154,201.8558,1.7735,-6.588,-0.22,-0.682,-1.497,-6.588,-3.065,-0.004,-0.953,-45.88,-5.997,0.677,-0.049,-72.093,-51.876,10.315
3030,ZINC24769591,0,-60.998997,-5.2477331,-28.311506,-10.471607,-35.13562,-95.953697,-28.313339,-10.471607,-35.140747,-19.706234,-28.312752,-10.471607,-35.134823,-7.0382609,-28.406448,-9.8341751,-36.135262,-2.977634,-37.064121,-2.977634,38.1636,1.0054,36.4467,-10.2492,-2.7068,69.7105,1,-69.7811,0.5993,-6.0179,-1,-64.609,0.1034,27.9477,29.736,0.6254,1.1629,-148.68,26.1186,0.0029,0.8407,-26.9622,0.7271,210.7807,2.1905,-6.171,-0.309,-0.837,-1.544,-6.171,-2.907,-0.191,-1.43,-31.475,-5.961,0.865,-0.04,-49.752,-37.437,4.816
3031,ZINC24799166,0,-68.935516,-5.1537819,-21.93478,-10.331183,-36.653107,-100.1058,-21.93815,-10.331183,-36.650818,-14.602519,-21.936008,-10.331183,-36.650036,-6.9258561,-22.076115,-9.4763832,-36.817909,-2.7704051,-30.239639,-2.7704051,27.4701,0,37.7171,-3.5849,-20.8061,67.9592,0,-70.4896,1.7217,-9.9767,0,-62.4623,0.0763,20.3695,22.504,1.6432,0.4913,-112.52,21.1269,1.7569,0.3998,-23.2835,0.8286,166.5698,1.7393,-5.916,-0.237,-0.692,-1.402,-5.916,-3.373,0,-0.612,-38.64,-2.174,0.331,-0.004,-57.045,-40.814,5.598
3032,ZINC24805829,0,-86.339104,-6.1275039,79.10453,-11.758023,-40.869968,-112.9091,79.105545,-11.758023,-40.869766,-18.873112,79.106308,-11.758023,-40.870502,-7.7522073,79.120918,-10.651859,-41.803848,-2.7551351,72.687569,-2.7551351,47.6608,0,45.7482,-8.5232,-6.7199,76.6954,0,-79.3853,1.9919,-5.1205,0,-75.6652,0.4578,32.277,34.874,1.0063,1.5907,-174.37,33.418,1.348,0.2068,-34.9728,0,282.9014,1.4088,-7.404,-0.264,-0.803,-1.709,-7.404,-3.854,0,-1.29,-43.464,-5.218,0.756,-0.059,-74.627,-48.681,2.114
3033,ZINC24812827,0,-71.437355,-5.5076485,105.56506,-12.35326,-27.526508,-106.50848,105.56691,-12.35326,-27.529188,-15.913314,105.56734,-12.35326,-27.533161,-6.8890371,105.47478,-10.335294,-27.704685,-2.822845,91.030151,-2.822845,37.823,0,33.8997,-2.3514,-6.4377,55.4094,0,-57.2078,2.5298,-8.4594,0,-49.6679,0.1241,15.2111,18.948,2.9137,0.8233,-94.74,17.7789,4.0066,0.1044,-21.8899,0.8859,148.7199,1.5426,-5.187,-0.173,-0.537,-1.178,-5.187,-1.865,-0.194,-0.471,-37.011,-7.703,0.503,-0.154,-57.915,-44.714,6.463
3034,ZINC24818322,0,-90.05201,-5.4415178,194.98361,-11.717025,-32.698708,-91.129997,194.98402,-11.717025,-32.699589,-18.692682,194.98396,-11.717025,-32.699184,-7.3034134,194.98427,-10.42813,-33.439545,-2.6894631,175.80836,-2.6894631,-21.9576,1.7367,32.5162,-7.5029,-60.9012,68.2233,0.8938,-66.7281,2.9429,-3.1834,-1,-64.0759,0.2777,16.57,24.304,2.0967,5.6373,-121.52,20.9996,2.0718,1.8481,-24.9195,0.9927,164.643,1.2263,-5.504,-0.19,-0.583,-1.26,-5.504,-1.909,-0.252,-0.64,-37.798,-8.033,0.477,-0.085,-62.105,-45.831,6.411
3035,ZINC24828828,0,-78.521034,-3.9580672,136.91354,-9.2378454,-38.257614,-75.172409,136.91812,-9.2378454,-38.257626,-10.474405,136.9191,-9.2378454,-38.262035,-6.9566183,136.89569,-9.8173428,-38.347519,-2.8474662,129.62129,-2.8474662,45.4627,3.4258,35.7032,-8.2179,1.1629,59.4854,0,-63.0667,3.8525,-2.0904,0,-62.9946,0.2651,23.2906,26.086,0.151,2.6444,-130.43,27.3139,0.2,0.6442,-28.1581,0.9937,191.0337,1.1687,-6.007,-0.215,-0.651,-1.387,-6.007,-2.532,-0.149,-0.705,-43.851,-6.132,0.564,-0.074,-68.893,-49.982,4.322
3036,ZINC24832207,0,-59.719097,-6.7871389,100.08996,-12.022242,-34.056698,-129.14693,100.08839,-12.022242,-34.053715,-21.099045,100.08963,-12.022242,-34.056522,-7.4569597,100.05185,-8.9342518,-34.951874,-2.7925353,77.939034,-2.7925353,0.1482,0,33.4584,-9.8515,-36.0056,81.6299,0,-82.7491,1.8508,-6.8774,0,-76.3061,0.2181,31.7673,34.806,0.2622,2.7765,-174.03,30.8713,0.482,0.9218,-32.2751,0,259.5475,1.3953,-5.95,-0.192,-0.603,-1.342,-5.95,-3.057,0,-0.931,-40.283,-3.581,0.59,0,-58.401,-43.864,6.501
3037,ZINC24836120,0,-59.942028,-5.8435588,66.591927,-9.9411888,-37.267544,-83.704727,66.590569,-9.9411888,-37.265366,-13.576103,66.59436,-9.9411888,-37.268017,-7.459362,66.769257,-9.5876074,-39.000626,-2.6898506,61.244968,-2.6898506,37.9619,0,36.7656,-2.9434,-9.6475,73.0428,0,-74.7039,1.1489,-5.9347,0,-69.8534,0.0712,23.465,26.002,1.3952,1.1418,-130.01,32.7839,1.6972,0.9935,-35.4745,2.8414,218.0315,1.9553,-7.009,-0.219,-0.695,-1.57,-7.009,-3.682,-0.218,-0.503,-40.133,-7.864,0.712,-0.132,-68.194,-47.997,10.454
3038,ZINC24842517,0,-53.37883,-4.6435261,-17.474651,-10.494601,-41.068157,-66.652374,-17.486887,-10.494601,-41.060184,-9.9094076,-17.479637,-10.494601,-41.072254,-7.5005708,-16.963198,-9.8523006,-43.642582,-2.8564677,-24.629688,-2.8564677,22.5948,0,37.0002,-9.4051,-18.8754,56.185,0,-61.5328,2.8337,-6.9698,0,-55.143,0.0985,23.8873,26.568,0.1815,2.4992,-132.84,26.1197,0.0997,0.793,-27.0124,0.9035,191.8349,1.5352,-6.486,-0.203,-0.643,-1.452,-6.486,-2.643,-0.185,-0.565,-44.444,-8.924,0.565,-0.097,-80.88,-53.368,2.223
3039,ZINC24853101,0,-84.455116,-4.886054,-44.444817,-10.063676,-38.40852,-83.663078,-44.445213,-10.063676,-38.408669,-10.742131,-44.444351,-10.063676,-38.409599,-7.1041512,-44.502834,-9.2264824,-39.751789,-2.6956894,-55.372921,-2.6956894,40.0432,0,34.2573,-7.6673,0.6068,66.9957,0,-70.8293,3.406,-8.2422,-1,-62.7175,0.434,30.3954,33.748,0.0414,3.3112,-168.74,26.3247,0.0197,0.6286,-26.973,0.9411,189.9711,1.5144,-5.678,-0.196,-0.601,-1.3,-5.678,-2.645,0,-0.456,-43.738,-5.84,0.502,-0.016,-59.233,-49.578,15.222
3040,ZINC24865676,0,-80.290833,-6.2570105,-10.878628,-11.252743,-40.678738,-122.37946,-10.876195,-11.252743,-40.680698,-20.594538,-10.878483,-11.252743,-40.679134,-7.7845831,-10.856283,-8.9434614,-40.768623,-2.6648819,-17.024124,-2.6648819,20.8859,0.3083,40.7973,-3.6454,-31.8733,76.801,1,-74.3811,1.1102,-5.9538,-1,-69.1486,0.1847,29.521,32.192,0.7599,1.9112,-160.96,30.5341,0.6545,0.2725,-31.461,0.927,230.1582,1.5795,-5.778,-0.193,-0.598,-1.313,-5.778,-2.738,-0.147,-0.566,-40.827,-5.749,0.605,-0.027,-58.719,-46.576,8.506
3041,ZINC24875786,0,-56.010635,-6.5088382,-9.1796694,-12.635124,-42.206913,-120.04313,-9.1803932,-12.635124,-42.207062,-18.141562,-9.177454,-12.635124,-42.207584,-7.369379,-9.1137743,-9.6828728,-42.830246,-2.5539775,-11.686653,-2.5539775,0.0482,1.9912,35.2584,-21.0549,-29.3684,76.1747,1,-72.8383,1.9524,-5.0873,-1,-68.1699,0.4062,28.0805,33.968,0.8612,5.0263,-169.84,26.1073,0.6827,2.9478,-29.7378,0.8445,226.7969,1.9914,-4.869,-0.152,-0.483,-1.09,-4.869,-2.122,0,-0.827,-36.643,-5.906,0.817,-0.019,-57.346,-42.549,5.801
3042,ZINC24884612,0,-90.070793,-5.840621,135.8532,-12.03573,-35.006218,-117.9884,135.85802,-12.03573,-35.007858,-19.358835,135.85498,-12.03573,-35.007256,-7.4973626,135.91055,-9.3663454,-35.711529,-2.7011552,117.93549,-2.7011552,28.2087,0,44.4248,-12.8129,-20.0625,91.3618,0,-91.7853,3.7754,-6.9594,-3,-83.4224,0.6248,27.6998,32.438,0.1103,4.628,-162.19,29.2069,0.4168,0.867,-30.4907,1.6397,199.4058,1.483,-5.598,-0.181,-0.567,-1.262,-5.598,-2.005,0,-0.203,-39.526,-13.1,0.694,-0.143,-70.98,-52.626,4.276
3043,ZINC24888119,0,-63.843525,-5.2171597,13.519509,-11.80372,-31.64658,-89.98188,13.518898,-11.80372,-31.645893,-16.863056,13.519502,-11.80372,-31.646568,-7.6797686,13.494352,-9.9725761,-31.998755,-2.6102326,7.3699489,-2.6102326,36.6202,0,37.719,-6.9155,-8.3279,68.7855,0,-70.8336,1.3135,-5.6611,0,-66.9485,0.345,23.5749,26.832,0.1243,3.1328,-134.16,25.5853,0.1789,0.9659,-26.7301,0.8857,193.8198,1.7129,-5.528,-0.184,-0.573,-1.256,-5.528,-2.754,0,-0.566,-39.135,-6.083,0.693,-0.032,-62.608,-45.218,5.644
3044,ZINC24888914,0,-69.883133,-5.4382911,31.253408,-11.634875,-34.505096,-95.225891,31.253878,-11.634875,-34.507599,-18.443975,31.254232,-11.634875,-34.505157,-7.3610997,31.26713,-10.749424,-35.765388,-2.7551351,12.667033,-2.7551351,9.8234,0,32.591,-3.3165,-31.6728,48.5705,0,-51.6976,0.8014,-2.7579,0,-48.7098,0.0243,27.3937,29.596,1.7826,0.4197,-147.98,32.9181,2.2711,0.5131,-35.7024,1.7176,238.5052,1.3358,-4.818,-0.155,-0.488,-1.087,-4.818,-1.975,0,-0.942,-34.263,-4.889,0.587,-0.042,-51.798,-39.152,6.32
3045,ZINC24889384,0,-92.26931,-4.8306808,1.6962645,-10.706669,-35.56237,-85.568161,1.6987373,-10.706669,-35.564148,-16.697918,1.6987801,-10.706669,-35.564861,-6.964819,1.7863538,-9.3800535,-36.450394,-2.6680303,-11.888296,-2.6680303,35.7275,3.6865,30.9938,-5.5051,-5.0703,59.0694,2,-54.1423,0.7095,0.4882,-0.9408,-54.2809,0.565,25.474,31.672,5.3969,0.8011,-158.36,29.102,4.8155,0.7443,-34.6618,0.9986,255.3206,1.5726,-5.032,-0.162,-0.51,-1.135,-5.032,-2.212,-0.2,-0.755,-38.862,-3.581,0.692,-0.077,-54.584,-42.444,9.661
3046,ZINC24891227,0,-70.337891,-5.6874661,10.456959,-11.73948,-34.881329,-112.87978,10.453118,-11.73948,-34.879898,-16.084578,10.44691,-11.73948,-34.872627,-6.7680006,10.388455,-10.250079,-35.59169,-2.6590853,-0.8081404,-2.6590853,53.5358,4.3406,38.2783,-3.1075,-0.3299,65.2441,2,-60.3283,0.6715,-4.6894,-1,-55.1468,0.2158,19.1233,21.75,0.0565,2.5702,-108.75,22.0971,0.0216,2.2763,-24.3949,0.909,177.7877,1.9228,-5.749,-0.221,-0.655,-1.35,-5.749,-2.146,-0.2,-1.241,-36.77,-5.798,0.642,-0.096,-55.921,-42.567,11.937
3047,ZINC24903678,0,-61.84288,-5.4662247,0.57907414,-10.230019,-35.478123,-72.573936,0.57806081,-10.230019,-35.477901,-10.022539,0.57782936,-10.230019,-35.477863,-7.1959629,0.58273625,-9.1386633,-35.49654,-2.5971341,-26.66078,-2.5971341,4.8261,0,31.9102,-12.0234,-27.027,57.5436,0,-60.6437,2.0208,-8.4821,0,-54.1109,0.1179,17.2894,19.532,0.058,2.1846,-97.66,19.3621,0.4697,0.5183,-20.3501,1.905,115.1765,1.9407,-4.573,-0.131,-0.427,-1.004,-4.573,-1.755,-0.022,-0.051,-40.927,-7.413,0.636,-0.222,-58.367,-48.34,8.127
3048,ZINC24904497,0,-59.260242,-5.0267673,65.160103,-10.802293,-37.818161,-86.346237,65.141884,-10.802293,-37.809738,-17.161295,65.144554,-10.802293,-37.812347,-7.2174206,65.25489,-10.775174,-38.582306,-2.9094687,54.121445,-2.9094687,49.5172,0,39.5942,-0.5561,-4.3687,71.2088,0,-68.5169,0.18,-5.4558,0,-64.8692,0.1306,28.3928,29.436,0.2789,0.7643,-147.18,26.0853,0.2906,0.5967,-26.9726,0,211.5409,1.2725,-5.209,-0.18,-0.552,-1.193,-5.209,-2.044,0,-0.748,-38.733,-6.337,0.484,-0.015,-59.282,-45.07,5.497
3049,ZINC24910153,0,-78.90451,-5.0190864,53.846001,-10.584274,-33.491264,-106.33041,53.84827,-10.584274,-33.487331,-12.573986,53.849167,-10.584274,-33.485718,-6.6185107,53.800415,-11.462573,-34.127621,-2.8250353,38.987164,-2.8250353,-5.5443,0,37.3979,-7.9743,-48.992,60.8322,0,-62.5754,1.2371,-8.8241,-0.356,-54.1021,0.2077,23.6052,25.11,0.2566,1.2482,-125.55,25.164,0.2699,0.6767,-26.1106,0.9865,211.3571,2.888,-5.48,-0.166,-0.533,-1.219,-5.48,-1.818,0,-1.083,-38.1,-8.861,0.662,-0.007,-65.75,-46.961,8.541
3050,ZINC24914453,0,-49.162785,-4.4200335,149.48802,-9.9489202,-36.734318,-78.382446,149.48814,-9.9489202,-36.735741,-14.252928,149.48962,-9.9489202,-36.735214,-6.815413,149.5437,-9.7136202,-37.089054,-2.8071573,147.32516,-2.8071573,21.2358,2.6211,40.8559,-3.9925,-33.5697,63.15,1.984,-58.4214,0.6773,-2.7362,-1,-55.9308,0.5535,28.8819,29.626,0.1198,0.6244,-148.13,28.1143,1.1957,0.2954,-29.6054,0,239.7234,1.5321,-5.205,-0.168,-0.527,-1.174,-5.205,-2.483,0,-0.526,-42.753,-4.489,0.625,-0.009,-61.198,-47.242,9.487
3051,ZINC24932906,0,-58.79958,-5.5047407,45.244434,-12.472614,-36.241428,-111.37782,45.24202,-12.472614,-36.24044,-20.35091,45.244232,-12.472614,-36.241379,-8.8602505,45.206116,-10.487119,-36.538818,-2.7099171,32.862587,-2.7099171,8.4255,0.4257,36.6281,-6.4053,-35.9585,63.1609,0.9425,-61.7143,0.7791,-3.4004,-1,-59.0346,0.1426,20.842,24.968,0.8847,3.2413,-124.84,30.1144,0.1177,2.3716,-32.6037,2.1144,206.358,1.5946,-5.011,-0.162,-0.508,-1.13,-5.011,-2.125,0,-0.241,-36.936,-8.031,0.56,-0.154,-58.998,-44.967,5.207
3052,ZINC24932909,0,-108.31803,-5.6175127,52.095909,-10.790282,-39.327534,-92.371147,52.096725,-10.790282,-39.328033,-18.20266,52.096268,-10.790282,-39.32766,-7.3979979,52.19075,-9.7695913,-40.422352,-2.7099171,29.918337,-2.7099171,10.8299,0.4115,39.8547,-4.5848,-39.7969,74.2006,1,-72.4243,0.7272,-7.0127,-1,-65.8671,0.0183,23.2632,24.724,0.0396,1.4212,-123.62,31.3463,0.4023,0.8204,-32.569,1.9638,210.3594,1.5946,-5.526,-0.178,-0.56,-1.246,-5.526,-2.359,0,-0.241,-38.557,-8.557,0.56,-0.276,-59.548,-47.114,12.414
3053,ZINC24950162,0,-66.547691,-4.2615466,113.13929,-10.626322,-34.295296,-89.449715,113.13885,-10.626322,-34.294323,-14.681745,113.13944,-10.626322,-34.297222,-7.007009,113.14046,-9.9848776,-34.712643,-2.7291381,104.19953,-2.7291381,25.1754,0.6789,39.963,-5.092,-25.3607,75.7111,1,-73.9759,2.8699,-8.6243,-1,-65.6223,0.1687,18.0483,20.79,0.0197,2.7221,-103.95,24.6124,0.0347,0.4548,-25.1019,0,201.9583,1.5653,-6.273,-0.216,-0.665,-1.436,-6.273,-2.948,-0.313,-0.352,-44.083,-6.208,0.577,-0.103,-70.156,-50.291,8.54
3054,ZINC24963752,0,-85.966858,-5.6395168,-40.296032,-11.445501,-43.248257,-106.98608,-40.295712,-11.445501,-43.254292,-18.298246,-40.297237,-11.445501,-43.250793,-7.7860508,-40.407799,-9.9243231,-43.777431,-2.6092114,-54.181377,-2.6092114,39.5682,0.0537,40.7418,-6.1878,-10.3176,75.0716,0.1734,-77.0437,1.6304,-9.4269,-1,-69.1457,0.7122,27.8454,31.462,0.8718,2.7449,-157.31,28.634,0.1548,1.6098,-30.3987,1.5009,210.4715,1.8436,-5.958,-0.181,-0.579,-1.325,-5.958,-2.852,0,-0.602,-49.374,-5.11,0.787,-0.056,-76.283,-54.483,8.212
3055,ZINC24963757,0,-67.126183,-5.2388196,-37.860855,-12.517979,-44.99929,-98.258591,-37.853088,-12.517979,-44.996983,-19.479313,-37.844437,-12.517979,-45.00642,-7.518188,-37.302917,-10.146325,-45.528259,-2.6092114,-54.197586,-2.6092114,39.7221,3.4348,38.4209,-6.2698,-10.2716,74.9126,2,-72.7134,2.5869,-3.8157,-1,-68.6435,0.2832,21.4154,23.124,0.2328,1.4758,-115.62,25.4778,0.2456,0.8277,-26.5511,0,220.4334,1.8436,-5.782,-0.175,-0.562,-1.286,-5.782,-2.636,-0.026,-0.425,-48.798,-5.741,0.787,-0.181,-77.889,-54.539,5.453
3056,ZINC24969455,0,-48.686111,-5.1041317,84.310417,-12.029206,-27.226492,-113.27707,84.309776,-12.029206,-27.226351,-20.725611,84.310432,-12.029206,-27.226572,-7.6264453,84.493584,-8.7940617,-27.260096,-2.6078238,51.661861,-2.6078238,22.5817,2.3806,32.73,-9.9663,-14.8363,59.9329,1.6988,-55.3587,2.377,-6.1178,-2.3219,-49.1169,0.2182,15.5549,22.948,1.0056,6.3875,-114.74,24.2552,0.9406,2.4808,-27.6766,0.9983,190.9651,1.3596,-4.414,-0.163,-0.49,-1.027,-4.414,-1.163,-0.032,-0.621,-34.919,-7.919,0.471,-0.135,-51.529,-42.838,4.092
3057,ZINC24978401,0,-54.987263,-3.5944769,49.032177,-8.4782476,-36.09977,-58.462437,49.031982,-8.4782476,-36.102123,-8.4739542,49.032112,-8.4782476,-36.099766,-6.439105,48.982967,-9.0888157,-36.856873,-2.7972612,42.924999,-2.7972612,24.1835,0,26.4078,-6.9487,-5.1785,57.0872,0,-57.5523,3.0127,-5.9124,0,-52.7985,0.0764,23.0095,25.512,0.0122,2.4903,-127.56,27.6792,0.0533,0.3495,-28.082,1,197.6701,1.5099,-5.27,-0.229,-0.652,-1.274,-5.27,-2.529,0,-0.481,-31.685,-7.011,0.5,-0.125,-47.083,-38.696,9.73
3058,ZINC25000504,0,-69.250702,-3.8201687,91.48893,-9.541111,-34.32859,-86.442657,91.486946,-9.541111,-34.326344,-13.273785,91.485779,-9.541111,-34.327492,-6.8110995,91.405266,-9.1335783,-34.909946,-2.8064387,89.548615,-2.8064387,26.4033,0,30.0807,-5.9984,-8.9592,58.6432,0,-59.4585,2.4664,-4.9953,-1,-55.5669,0.5579,24.8105,29.818,0.4142,4.5933,-149.09,24.7661,0.291,2.4071,-27.4643,0.9937,188.5649,1.3269,-5.083,-0.195,-0.579,-1.194,-5.083,-1.855,-0.08,-0.475,-39.727,-7.104,0.49,-0.112,-61.002,-46.831,2.818
3059,ZINC25005841,0,-48.945396,-5.0286803,131.60133,-12.0165,-31.297974,-94.955872,131.60162,-12.0165,-31.303431,-17.006342,131.6003,-12.0165,-31.296921,-7.3747087,131.71425,-10.570955,-32.250568,-2.7498174,92.163467,-2.7498174,45.1121,0,35.7033,-1.5412,-2.4387,58.6102,0,-58.3662,0.5895,-3.1311,0,-56.843,0.6955,22.033,23.804,0.3507,1.4203,-119.02,23.7245,0.1543,1.1618,-25.0406,0.6245,177.869,1.3031,-5.312,-0.197,-0.59,-1.237,-5.312,-2.246,0,-0.87,-40.598,-4.358,0.498,-0.01,-59.49,-44.956,6.297
3060,ZINC25052880,0,-52.334,-4.5415149,203.82704,-11.32605,-42.453346,-96.649055,203.8289,-11.32605,-42.454865,-15.486167,203.82832,-11.32605,-42.452259,-7.4725595,203.95714,-9.7106133,-43.876778,-2.8544321,199.86281,-2.8544321,8.821,0,36.416,-6.9422,-34.3089,67.8677,0,-69.1111,3.2911,-6.2755,-1.515,-63.07,0.6227,26.7831,31.388,0.0287,4.5762,-156.94,25.2612,0.2962,1.7413,-27.2987,0,214.5312,1.2818,-5.655,-0.171,-0.55,-1.258,-5.655,-2.779,-0.036,-0.119,-49.839,-4.756,0.511,-0.028,-69.791,-54.594,9.684
3061,ZINC25057712,0,-106.96927,-5.2007499,-66.853767,-11.09956,-35.305595,-106.4707,-66.855408,-11.09956,-35.302639,-9.5178413,-66.852608,-11.09956,-35.306068,-6.4314642,-66.842697,-11.516047,-35.753941,-2.7818153,-68.992867,-2.7818153,-39.0527,4.6751,33.7433,-7.2138,-82.9111,65.4542,3.28,-61.0832,1.2852,-4.1511,-2.5546,-56.2476,0.2252,22.1426,24.132,0.0643,1.9251,-120.66,31.6901,0.7175,0.3377,-32.7452,2.394,197.2827,1.4894,-5.759,-0.206,-0.625,-1.329,-5.759,-2.835,-0.096,-0.707,-40.789,-3.73,0.583,-0.105,-62.732,-44.518,2.542
3062,ZINC25072147,0,-80.034874,-6.59763,120.91212,-10.828526,-41.089642,-105.66767,120.91338,-10.828526,-41.090939,-15.865773,120.91183,-10.828526,-41.091011,-7.5592313,121.12817,-9.6136484,-41.899853,-2.8445363,112.94382,-2.8445363,33.4386,0,38.495,-8.1154,-11.3767,89.7587,0,-91.4744,2.6793,-6.0452,0,-86.1239,0.1583,32.6681,37.822,0.7028,4.4511,-189.11,29.753,2.2084,2.172,-34.1334,0.9422,266.0863,2.1975,-6.212,-0.177,-0.581,-1.364,-6.212,-2.809,0,-0.231,-42.441,-9.787,0.632,-0.213,-69.842,-52.227,7.698
3063,ZINC25074740,0,-48.236717,-4.8606296,93.60537,-9.3036146,-34.338234,-88.185341,93.609711,-9.3036146,-34.34341,-14.166497,93.605064,-9.3036146,-34.339157,-7.050601,93.791328,-9.4800787,-35.097008,-2.6919141,76.076012,-2.6919141,36.9627,1.1907,40.846,-6.4102,-13.9811,59.669,0,-62.8585,2.1148,-10.2537,0,-53.7937,0.3238,26.0592,29.48,0.0147,3.406,-147.4,26.1925,0.0274,3.1977,-29.4177,1,208.7406,1.4941,-5.604,-0.187,-0.58,-1.273,-5.604,-2.186,-0.2,-0.542,-40.487,-6.466,0.448,-0.13,-62.904,-46.953,5.52
3064,ZINC25150360,0,-73.7155,-5.828239,25.032984,-11.915567,-22.650747,-107.75022,25.03153,-11.915567,-22.651506,-18.285988,25.03326,-11.915567,-22.654902,-7.0806227,25.038483,-9.6811075,-24.07015,-2.8191097,-4.9659772,-2.8191097,22.8545,0,37.9972,-5.3795,-24.0122,71.388,0,-75.0897,1.6368,-5.461,0,-70.6258,0.0182,27.6655,31.616,0.4853,3.4653,-158.08,31.04,0.0984,2.1244,-33.2628,1.9829,220.1348,1.7953,-6.499,-0.224,-0.688,-1.488,-6.499,-3.553,-0.008,-0.665,-44.776,-4.388,0.727,-0.103,-69.434,-49.163,7.189
3065,ZINC25150457,0,-71.490166,-5.2296576,157.38802,-11.419141,-41.340752,-87.305122,157.38789,-11.419141,-41.341301,-11.915989,157.38802,-11.419141,-41.340763,-7.5272264,157.33957,-9.7716331,-41.813984,-2.7584314,144.09854,-2.7584314,26.3743,0.9962,38.0254,-5.3878,-21.5189,63.5189,0,-63.032,1.8495,-6.8172,-0.5503,-57.8853,0.8589,28.1291,31.5,2.6427,0.7282,-157.5,24.5907,2.7872,0.6311,-28.0089,0,234.9564,1.9379,-4.821,-0.151,-0.478,-1.079,-4.821,-2.112,0,-0.344,-46.317,-3.599,0.496,-0.004,-64.997,-49.917,3.104
3066,ZINC25150479,0,-83.635513,-4.8363619,79.551491,-10.598994,-30.262194,-104.46358,79.556992,-10.598994,-30.268368,-19.312153,79.552345,-10.598994,-30.262308,-7.1972976,79.69442,-10.499487,-31.530996,-2.8076572,65.060814,-2.8076572,32.5676,0,38.8884,-2.6666,-18.2374,68.0954,0,-66.9011,1.3633,-8.2566,0,-59.3856,0.1433,26.1058,27.592,0.6709,0.8153,-137.96,19.9357,0.6321,0.7382,-21.306,0,174.8205,1.8078,-5.5,-0.172,-0.546,-1.232,-5.5,-2.793,0,-0.453,-42.073,-4.187,0.484,-0.007,-63.186,-46.26,4.12
3067,ZINC25154850,0,-93.364014,-5.5808892,58.998219,-10.012156,-40.428684,-88.178146,58.997772,-10.012156,-40.429165,-18.844835,58.998322,-10.012156,-40.428322,-7.7427173,58.994347,-9.14184,-40.609077,-2.5068154,-17.477692,-2.5068154,10.9473,1.2381,43.805,-7.6986,-42.8242,87.9846,0.544,-86.7931,1.7228,-12.422,-0.3158,-77.7562,1.624,29.8163,33.244,0.3528,3.0749,-166.22,36.0163,0.1808,0.9471,-37.1443,0.6197,290.9535,1.7371,-5.101,-0.155,-0.496,-1.134,-5.101,-2.722,0,-0.327,-41.234,-5.613,0.863,-0.012,-64.653,-46.847,2.269
